Datetime,Open,High,Low,Close,Volume,Log_Returns,RSI_14,MACD_Line,ATR_14,Hour_Sin,Target
2026-01-19 06:15:00+00:00,6.958409786224365,6.958499908447266,6.9570698738098145,6.957900047302246,0,-7.325777141284462e-05,39.14508239161319,-0.000613817519258042,0.0017045650578006593,1.0,1
2026-01-19 06:30:00+00:00,6.957900047302246,6.958920001983643,6.957459926605225,6.958889961242676,0,0.00014226182064853754,49.01853173400996,-0.0005258312494005324,0.0016871015092733243,1.0,0
2026-01-19 06:45:00+00:00,6.958889961242676,6.959579944610596,6.958340167999268,6.958759784698486,0,-1.8706684902902384e-05,47.91753092879591,-0.00046128821244550977,0.0016551497308486672,1.0,0
2026-01-19 07:00:00+00:00,6.958759784698486,6.958759784698486,6.956540107727051,6.9567999839782715,0,-0.0002816704129406495,35.1260568280272,-0.0005618008396641727,0.0016954731051763016,0.9659258262890683,1
2026-01-19 07:15:00+00:00,6.957250118255615,6.9584197998046875,6.956520080566406,6.957610130310059,0,0.00011644709708113479,42.016779020786494,-0.0005695207024460913,0.0017100621146837979,0.9659258262890683,1
2026-01-19 07:30:00+00:00,6.957610130310059,6.9586100578308105,6.957119941711426,6.958099842071533,0,7.038257662008476e-05,45.76670087584933,-0.0005300134378698473,0.0016943516864481526,0.9659258262890683,0
2026-01-19 07:45:00+00:00,6.95842981338501,6.958449840545654,6.9574198722839355,6.95773983001709,0,-5.174133404909091e-05,43.53752268324432,-0.0005217393239504986,0.0016468957275389095,0.9659258262890683,1
2026-01-19 08:00:00+00:00,6.958159923553467,6.9590301513671875,6.957320213317871,6.958889961242676,0,0.000165288758191593,51.641257374008624,-0.00041756264890846495,0.0016513987505230164,0.8660254037844387,0
2026-01-19 08:15:00+00:00,6.9588398933410645,6.9588398933410645,6.957330226898193,6.9587202072143555,0,-2.439413466452704e-05,50.48944105904002,-0.00034472582999356405,0.0016448512929486884,0.8660254037844387,0
2026-01-19 08:30:00+00:00,6.9587202072143555,6.9587202072143555,6.957399845123291,6.958479881286621,0,-3.4536534105960186e-05,48.82897779284199,-0.0003029027458198996,0.0016216734928141002,0.8660254037844387,0
2026-01-19 08:45:00+00:00,6.958119869232178,6.95890998840332,6.957459926605225,6.957499980926514,0,-0.00014083095425968716,42.66741331670416,-0.0003448521787312586,0.001609415514619929,0.8660254037844387,1
2026-01-19 09:00:00+00:00,6.957890033721924,6.958799839019775,6.957079887390137,6.9584197998046875,0,0.00013219663435939393,49.15345714963074,-0.0003004127392634004,0.001617310951406982,0.7071067811865476,0
2026-01-19 09:15:00+00:00,6.9584197998046875,6.958829879760742,6.95766019821167,6.958250045776367,0,-2.439578292973684e-05,48.07257539516003,-0.00027571363949707717,0.0015853374226687878,0.7071067811865476,0
2026-01-19 09:30:00+00:00,6.957880020141602,6.958829879760742,6.956860065460205,6.957320213317871,0,-0.00013363914558550555,42.552798314553336,-0.0003273951262334762,0.0016128000568022393,0.7071067811865476,1
2026-01-19 09:45:00+00:00,6.957320213317871,6.958479881286621,6.956699848175049,6.957409858703613,0,1.2884962234842292e-05,43.22958859393759,-0.000357004122093052,0.0016247452750000984,0.7071067811865476,0
2026-01-19 10:00:00+00:00,6.957409858703613,6.958059787750244,6.956429958343506,6.95665979385376,0,-0.00010781387032110978,39.080947412963496,-0.0004359678633152342,0.0016251084272671113,0.49999999999999994,0
2026-01-19 10:15:00+00:00,6.957089900970459,6.9575300216674805,6.955049991607666,6.956240177154541,0,-6.032052271205094e-05,36.944867399121584,-0.0005263394444003922,0.00168617425816335,0.49999999999999994,0
2026-01-19 10:30:00+00:00,6.956240177154541,6.956240177154541,6.954850196838379,6.954999923706055,0,-0.00017830954577456465,31.469807414198456,-0.0006900828164191353,0.0016650175480204042,0.49999999999999994,0
