Datetime,Open,High,Low,Close,Volume,Log_Returns,AO_15m,MFI_10,MFI_14,MFI_20,Vol_Ratio,BB_PctB,Donchian_Pos_20,ADX_4H,AO_4H,ADX_1D,AO_1D,Target
2025-03-26 02:45:00,7.26572,7.26587,7.26487,7.26534,0,-5.230175914027794e-05,0.0005416764705890031,100.0,100.0,100.0,0.0,0.6749642649808837,0.7394340160775734,30.11504296307831,0.016164911764706247,13.643480529887595,-0.005324029411763576,0.0
2025-03-27 20:00:00,7.26798,7.26892,7.26784,7.26855,390,7.842311752430957e-05,-0.004874676470587147,100.0,100.0,100.0,19.99999998974359,0.235966647188681,0.23004676835155485,28.44497737682239,0.008203088235294587,13.586187722787155,0.0018870882352945983,0.8805490902419677
2025-03-27 20:15:00,7.26855,7.26961,7.26812,7.26953,546,0.00013481835310901833,-0.004402323529412833,100.0,100.0,100.0,11.666666664173789,0.320574525398535,0.3067290244686703,28.44497737682239,0.008203088235294587,13.586187722787155,0.0018870882352945983,0.698030616706769
2025-03-27 20:30:00,7.26956,7.27018,7.26919,7.26998,456,6.190029789792989e-05,-0.0038410588235304743,100.0,100.0,100.0,6.551724136989696,0.36410399293782686,0.34194026452252935,28.44497737682239,0.008203088235294587,13.586187722787155,0.0018870882352945983,0.46413243186335035
2025-03-27 20:45:00,7.26999,7.27001,7.26895,7.26962,596,-4.9519931782725946e-05,-0.0034845588235299374,70.01898324874736,70.01898324874736,70.01898324874736,5.995975854527567,0.3557844571509307,0.31377127247944214,28.44497737682239,0.008203088235294587,13.586187722787155,0.0018870882352945983,0.38304938173182745
2025-03-27 21:00:00,7.26962,7.26994,7.26871,7.26887,418,-0.00010317440128449315,-0.0030802058823526934,57.85452893546596,57.85452893546595,57.85452893546595,3.474646716253147,0.3239074705975021,0.2550858723897697,28.44497737682239,0.008203088235294587,13.586187722787155,0.0018870882352945983,0.7384156485133815
2025-03-27 21:15:00,7.26887,7.26974,7.26882,7.26913,444,3.5768331273631824e-05,-0.0027730000000003585,64.42034405375804,64.42034405375804,64.42034405375804,3.1157894734655587,0.36211239220524966,0.2953017656864372,28.44497737682239,0.008203088235294587,13.586187722787155,0.0018870882352945983,0.7116658191080455
2025-03-27 21:30:00,7.26913,7.26953,7.26853,7.26942,471,3.989393715861756e-05,-0.0025798529411753535,55.28402699552811,55.28402699552811,55.28402699552811,2.8364950314461606,0.4016124228942386,0.3404822694528891,28.44497737682239,0.008203088235294587,13.586187722787155,0.0018870882352945983,0.7837404113608293
2025-03-27 21:45:00,7.26943,7.2701,7.26942,7.26976,428,4.677017549298185e-05,-0.0024576470588240085,60.38930391768951,60.38930391768951,60.38930391768951,2.283275540022231,0.45112384282799683,0.3708665139709514,28.44497737682239,0.008203088235294587,13.586187722787155,0.0018870882352945983,0.5612447795119624
2025-03-27 22:00:00,7.26974,7.27044,7.26944,7.26958,385,-2.4760408657989975e-05,-0.0022988823529406233,64.07849914136015,64.07849914136015,64.07849914136015,1.862602805908921,0.45924215833845666,0.3759466136869882,28.44497737682239,0.008203088235294587,13.586187722787155,0.0018870882352945983,0.4813356962871055
2025-03-27 22:15:00,7.26958,7.27023,7.2691,7.26928,577,-4.126871020737917e-05,-0.002181323529411472,56.23001920600852,56.23001920600852,56.23001920600852,2.4495860750392873,0.4506435165669121,0.3522069556555356,28.44497737682239,0.008203088235294587,13.586187722787155,0.0018870882352945983,0.6028871563114527
2025-03-27 22:30:00,7.26929,7.26954,7.26896,7.2692,362,-1.1005277030520596e-05,-0.0021233529411759378,48.23884101811228,52.217613185434075,52.217613185434075,1.4271634140970957,0.47056119307221644,0.3468595682515981,28.44497737682239,0.008203088235294587,13.586187722787155,0.0018870882352945983,0.662925875569595
2025-03-27 22:45:00,7.2692,7.26965,7.26879,7.26927,419,9.629624025220537e-06,-0.002024323529411731,46.79615223250189,55.86301151764982,55.86301151764982,1.525855790184783,0.5269836989340225,0.36969659626606327,28.44497737682239,0.008203088235294587,13.586187722787155,0.0018870882352945983,0.6083901677188749
2025-03-27 23:00:00,7.26927,7.26982,7.26905,7.26931,900,5.502600666784065e-06,-0.0019929999999996895,51.5203824927745,62.077580771990995,62.077580771990995,2.816020024943178,0.5909516264270819,0.49798048724027616,28.44497737682239,0.008203088235294587,13.586187722787155,0.0018870882352945983,0.030200045203699066
2025-03-27 23:15:00,7.26932,7.26932,7.26778,7.26826,629,-0.00014445330296963956,-0.0021255588235300493,51.18351658712948,56.51677553245662,56.51677553245662,1.7917675544283787,0.34525899781484565,0.478338486753652,28.44497737682239,0.008203088235294587,13.586187722787155,0.0018870882352945983,0.43323261945663094
2025-03-27 23:30:00,7.26824,7.26888,7.26777,7.26817,806,-1.2382682680869317e-05,-0.0022304705882350007,47.52105592155918,48.11239944014881,50.697570131210526,2.0595374983503376,0.318334963727428,0.5300196065846315,28.44497737682239,0.008203088235294587,13.586187722787155,0.0018870882352945983,0.0
2025-03-27 23:45:00,7.26814,7.26857,7.26709,7.26732,309,-0.0001169551217012026,-0.002308441176470666,40.33557156591195,42.11322180252457,48.772493344669684,0.7595870206302953,0.01779701891115745,0.35403653408586333,28.44497737682239,0.008203088235294587,13.586187722787155,0.0018870882352945983,0.0
2025-03-28 00:00:00,7.26602,7.26602,7.2646,7.26484,70,-0.0003413119624439597,-0.0028458823529415866,43.64704204534117,37.806600035187394,48.356671732532114,0.17060687301558355,-0.3394869953863168,0.04109582004152071,26.713230917713297,0.00714444117646984,13.521624877802212,0.0066365882352945604,0.6331043361287298
2025-03-28 00:15:00,7.26484,7.26518,7.26482,7.26493,72,1.2388358521829287e-05,-0.003460088235294201,37.62738034835236,40.95665867919431,47.93631247343516,0.1739550616048815,-0.15542517536576367,0.05650675255691988,26.713230917713297,0.00714444117646984,13.521624877802212,0.0066365882352945604,0.5433829319382962
2025-03-28 00:30:00,7.26493,7.26494,7.26443,7.2648,154,-1.7894344905637293e-05,-0.003902499999999698,30.691826584743666,42.751696534086975,47.06132576935951,0.36527514230632646,-0.054437145525694966,0.06156395746433247,26.713230917713297,0.00714444117646984,13.521624877802212,0.0066365882352945604,0.6998117365376577
2025-03-28 00:45:00,7.2648,7.26498,7.26473,7.26494,73,1.9270819712454374e-05,-0.004222970588235064,36.69315538048681,38.99520450364897,47.5154555339705,0.171663727215246,0.037933585274318046,0.08485842785623407,26.713230917713297,0.00714444117646984,13.521624877802212,0.0066365882352945604,1.0
2025-03-28 01:00:00,7.26494,7.26756,7.26494,7.26748,165,0.0003495632559291649,-0.004253088235294911,43.28980578598188,44.31040044743097,46.089081232688294,0.3985507246280543,0.4016198807513215,0.5074866763948935,26.713230917713297,0.00714444117646984,13.521624877802212,0.0066365882352945604,0.7130130751640978
2025-03-28 01:15:00,7.26748,7.26779,7.26641,7.26778,285,4.127893137695711e-05,-0.003647294117646638,41.09382583865,42.7794173562055,44.33388041951186,0.7108118219052049,0.45509753578526374,0.5574033986632752,26.713230917713297,0.00714444117646984,13.521624877802212,0.0066365882352945604,0.298281914655698
2025-03-28 01:30:00,7.26778,7.26877,7.26727,7.26728,216,-6.87991656308188e-05,-0.002808735294118847,26.590479570859898,40.85849622307302,42.61578154203657,0.5553413034951705,0.40077924819221783,0.4742088615494042,26.713230917713297,0.00714444117646984,13.521624877802212,0.0066365882352945604,0.9142522715355869
2025-03-28 01:45:00,7.26728,7.26797,7.26712,7.26796,117,9.356570658577358e-05,-0.0020132058823527643,32.596995275848826,44.965892410209854,45.41257993736217,0.3205479451966973,0.5120833003569674,0.5873534320243338,26.713230917713297,0.00714444117646984,13.521624877802212,0.0066365882352945604,0.36829145929303747
2025-03-28 02:00:00,7.26796,7.2681,7.26742,7.26766,178,-4.1277909032153985e-05,-0.0012239705882350904,55.95101574136914,50.901637779244936,49.47763407985042,0.5042492917704179,0.4761406103078978,0.537436709755952,26.713230917713297,0.00714444117646984,13.521624877802212,0.0066365882352945604,0.4409709391017169
2025-03-28 02:15:00,7.26766,7.26782,7.26743,7.26747,131,-2.6143557025076943e-05,-0.0007326470588235878,62.768638140453405,44.26496860063051,45.192069663207086,0.38832073513003346,0.4593893852200953,0.5058227856526781,26.713230917713297,0.00714444117646984,13.521624877802212,0.0066365882352945604,0.41719404523945136
2025-03-28 02:30:00,7.26745,7.2675,7.26702,7.26721,290,-3.5776501447246666e-05,-0.0004984411764699104,54.55273675515782,26.236199585395156,46.438492739243124,0.8833384099639555,0.43478665818934203,0.46256162635345344,26.713230917713297,0.00714444117646984,13.521624877802212,0.0066365882352945604,0.2808608026158331
2025-03-28 02:45:00,7.26721,7.26734,7.26666,7.26666,392,-7.568527863023167e-05,-0.0005540588235302124,45.828286728000215,28.145710498198028,40.13995997405176,1.2006125573904867,0.36721497048087903,0.3710476355280624,26.713230917713297,0.00714444117646984,13.521624877802212,0.0066365882352945604,1.0
2025-03-28 03:00:00,7.26684,7.26963,7.26652,7.2694,810,0.000376993495135799,-0.0004120294117635481,65.00005930430957,52.9463103419926,43.79739060641774,2.3292595254542268,0.8203843552640037,0.8568950743188904,26.713230917713297,0.00714444117646984,13.521624877802212,0.0066365882352945604,0.2209894607253347
2025-03-28 03:15:00,7.26942,7.27006,7.268,7.26875,662,-8.941990561848734e-05,-0.00020052941176551542,71.3522588603478,66.09034325331302,52.673219350813255,1.8806818181283897,0.7214164694883884,0.7673165767023258,26.713230917713297,0.00714444117646984,13.521624877802212,0.0066365882352945604,1.0
2025-03-28 03:30:00,7.26875,7.2719,7.26846,7.27088,666,0.00029299232721014424,0.00021591176470536766,75.18435854487586,72.5532865201432,59.563028519052736,1.813725490146685,1.0175236306441346,0.8634526593673066,26.713230917713297,0.00714444117646984,13.521624877802212,0.0066365882352945604,0.23861803841535273
2025-03-28 03:45:00,7.27088,7.27135,7.26995,7.27029,632,-8.114890346836203e-05,0.0007931764705881861,77.28894041492065,77.28448711179634,60.703499658566365,1.67262141056841,0.9018205363271588,0.7844701680453544,26.713230917713297,0.00714444117646984,13.521624877802212,0.0066365882352945604,0.22661617863474504
2025-03-28 04:00:00,7.27028,7.27112,7.26952,7.26963,630,-9.078454358117934e-05,0.001395852941176834,65.39815157386705,70.27041229621055,50.60017965820821,1.7291066281946175,0.7988327586654693,0.6961168726682513,25.084187131480373,0.006650500000000115,13.521624877802212,0.0066365882352945604,0.16591920749836825
2025-03-28 04:15:00,7.26964,7.2699,7.26809,7.26884,677,-0.00010867718553301879,0.0015502941176475105,58.17170403429134,61.76882390200496,50.26874251099927,1.8459441035624828,0.677460861886201,0.5903606554743883,25.084187131480373,0.006650500000000115,13.521624877802212,0.0066365882352945604,0.8273496928270234
2025-03-28 04:30:00,7.26884,7.27026,7.26769,7.26973,1269,0.00012243294919815092,0.0015217941176466354,65.58146651563946,67.83797694592411,63.55781154499327,3.254680687272258,0.7855159058460675,0.7095037356041471,25.084187131480373,0.006650500000000115,13.521624877802212,0.0066365882352945604,0.11846259392700442
2025-03-28 04:45:00,7.26977,7.26984,7.26872,7.26886,1120,-0.00011968148232231831,0.0013295882352943877,56.507370809868156,56.908135248693206,57.56965834473974,2.601928214598631,0.6515021828755334,0.5930380280615912,25.084187131480373,0.006650500000000115,13.521624877802212,0.0066365882352945604,0.4292849254482745
2025-03-28 05:00:00,7.26887,7.26908,7.2678,7.26891,1321,6.8786340684482354e-06,0.0009242058823533128,49.38452748811837,47.41093699191256,50.26541760054664,2.6795131845298275,0.6391819972338973,0.5997314595295392,25.084187131480373,0.006650500000000115,13.521624877802212,0.0066365882352945604,1.0
2025-03-28 05:15:00,7.26891,7.27116,7.26833,7.27107,1167,0.00029711182764889123,0.0008014117647068275,58.1433934005854,54.14054844158042,55.89456258793666,2.1305340026995796,0.9202280001550937,0.8888876989455564,25.084187131480373,0.006650500000000115,13.521624877802212,0.0066365882352945604,1.0
2025-03-28 05:30:00,7.27107,7.27401,7.2702,7.27332,1574,0.0003093976465081506,0.0013416470588243357,61.43710448256882,59.78822630851754,62.20190081545238,2.5438383837972713,1.141024877653663,0.9256455542612916,25.084187131480373,0.006650500000000115,13.521624877802212,0.0066365882352945604,0.5836550610901624
2025-03-28 05:45:00,7.27332,7.27478,7.27268,7.27398,1335,9.073848761652585e-05,0.0021617647058835843,63.937509119221005,64.69372776761,65.70195487221605,1.9579086309018419,1.125411451121627,0.9186982533554394,25.084187131480373,0.006650500000000115,13.521624877802212,0.0066365882352945604,0.0
2025-03-28 06:00:00,7.27398,7.27399,7.27213,7.27259,1234,-0.00019111034480706496,0.002799235294117075,54.54448848679674,60.16365013702123,59.80212699759565,1.678226574164583,0.8922744557333406,0.7383503723412951,25.084187131480373,0.006650500000000115,13.521624877802212,0.0066365882352945604,0.5302818193551964
2025-03-28 06:15:00,7.2726,7.27339,7.27203,7.27292,1213,4.537482701632031e-05,0.0035664705882361147,46.32053335109124,56.70960454464653,54.42827836120464,1.5517461941722943,0.88238178160953,0.7748174639014038,25.084187131480373,0.006650500000000115,13.521624877802212,0.0066365882352945604,0.43741211014044395
2025-03-28 06:30:00,7.27291,7.27356,7.27222,7.27306,814,1.924930461946467e-05,0.004108705882353014,52.537100857294774,56.72319771145175,56.108149264351894,1.0029571217224869,0.8568276512290572,0.79176659592425,25.084187131480373,0.006650500000000115,13.521624877802212,0.0066365882352945604,0.07350128160941971
2025-03-28 06:45:00,7.27305,7.27316,7.27167,7.27224,759,-0.00011275119810091881,0.004089823529412229,52.17073617754323,51.7477909829586,53.972684580453894,0.899608865699898,0.7374670566995487,0.6924931083618803,25.084187131480373,0.006650500000000115,13.521624877802212,0.0066365882352945604,0.745971296202947
2025-03-28 07:00:00,7.27225,7.27331,7.27216,7.27311,756,0.00011962585995356046,0.003788323529412274,50.00037966862818,52.048077902503564,55.49783944727659,0.8663763465406099,0.8048096737314088,0.7978198573609655,25.084187131480373,0.006650500000000115,13.521624877802212,0.0066365882352945604,0.3874702867534424
2025-03-28 07:15:00,7.27311,7.27335,7.27283,7.27312,403,1.3749266991920198e-06,0.0036805000000006416,57.19880031939311,51.279235953159564,56.92001674114498,0.4547506206222664,0.7784891781223832,0.7990305096482655,25.084187131480373,0.006650500000000115,13.521624877802212,0.0066365882352945604,0.47193160888209884
2025-03-28 07:30:00,7.27312,7.27347,7.27285,7.27336,345,3.299767366699206e-05,0.0036609411764700894,66.6035661611912,54.79053812708317,58.684198065270934,0.3880983182362551,0.7821031922140672,0.8280861645446502,25.084187131480373,0.006650500000000115,13.521624877802212,0.0066365882352945604,0.5588472577265879
2025-03-28 07:45:00,7.27336,7.27413,7.27327,7.27386,620,6.874165650856303e-05,0.003671470588234804,64.58758658158118,59.465129588419444,61.3840032296263,0.6886210917899859,0.8267849786597398,0.8886187789119121,25.084187131480373,0.006650500000000115,13.521624877802212,0.0066365882352945604,0.33957430155217827
2025-03-28 08:00:00,7.27386,7.27423,7.27309,7.27374,706,-1.6497566609334445e-05,0.0037635588235298556,52.20681725855167,52.47695280805867,57.21614584366698,0.7886946321757393,0.7809691194502529,0.8533133239586779,23.543538971995577,0.0056588235294130484,13.521624877802212,0.0066365882352945604,0.4895248817212734
2025-03-28 08:15:00,7.27373,7.27471,7.27362,7.27398,854,3.29948610532872e-05,0.003863235294117473,49.222775398124334,60.059729818111705,57.67137750826524,0.9439071566626813,0.7861543202720853,0.887163769867753,23.543538971995577,0.0056588235294130484,13.521624877802212,0.0066365882352945604,0.5442368768781866
2025-03-28 08:30:00,7.27399,7.2744,7.273,7.27423,987,3.436848932274913e-05,0.0037384705882361757,50.85224033344181,61.626660964434585,53.04912264287585,1.0718940052012176,0.7889533970072796,0.9224246510231128,23.543538971995577,0.0056588235294130484,13.521624877802212,0.0066365882352945604,0.0
2025-03-28 08:45:00,7.27425,7.27452,7.2708,7.27236,1156,-0.00025710493116276123,0.003413176470589363,51.24415585929733,52.53302669022244,48.24458662695023,1.2206969376851036,0.5289781699327843,0.6586732599813077,23.543538971995577,0.0056588235294130484,13.521624877802212,0.0066365882352945604,0.25531769620980027
2025-03-28 09:00:00,7.27236,7.27282,7.27057,7.27198,1122,-5.225400397487412e-05,0.0028060000000005303,38.63743299940837,41.671629685996976,47.02273802384614,1.1547962124212146,0.4597884189727578,0.6050767206252511,23.543538971995577,0.0056588235294130484,13.521624877802212,0.0066365882352945604,0.0
2025-03-28 09:15:00,7.27199,7.27239,7.27042,7.27065,1091,-0.0001829105194463494,0.00216235294117606,37.042935259243386,31.445084361949256,46.04144042619483,1.09946588732138,0.2374786951596212,0.41748883287892785,23.543538971995577,0.0056588235294130484,13.521624877802212,0.0066365882352945604,0.6294260204215174
2025-03-28 09:30:00,7.27071,7.27172,7.27014,7.27098,1065,4.538693393480235e-05,0.001377705882351421,26.617880119974004,31.89276834558639,40.06076523976425,1.0844109561034068,0.26719575382042066,0.45558673984703824,23.543538971995577,0.0056588235294130484,13.521624877802212,0.0066365882352945604,0.8966425988794104
2025-03-28 09:45:00,7.27098,7.27196,7.27048,7.27195,896,0.00013339815311486458,0.000760529411763855,30.708094713210812,40.50708561386395,45.135875085142835,0.9228550829032562,0.3821527341486836,0.5945550221275285,23.543538971995577,0.0056588235294130484,13.521624877802212,0.0066365882352945604,0.42146851515660966
2025-03-28 10:00:00,7.27196,7.27248,7.27133,7.27194,1201,-1.375147914367119e-06,0.0004952647058820148,36.82335183011849,42.4312708643029,51.63806218204074,1.2446885687507028,0.3100836911478309,0.5596890547456633,23.543538971995577,0.0056588235294130484,13.521624877802212,0.0066365882352945604,0.0
2025-03-28 10:15:00,7.27194,7.27321,7.27074,7.27086,988,-0.00014852710646988567,0.00042097058823653555,29.317277075623906,41.63452231296354,46.018976162370706,1.0335268580884613,0.05795267822334969,0.1551720793705714,23.543538971995577,0.0056588235294130484,13.521624877802212,0.0066365882352945604,0.5723557944927884
2025-03-28 10:30:00,7.27086,7.27108,7.26756,7.27085,1505,-1.3753540676342042e-06,-4.191176470680347e-05,27.16291019287773,33.38274605615281,37.92437844686095,1.5800524934217317,0.10916807483908406,0.4556780392271726,23.543538971995577,0.0056588235294130484,13.521624877802212,0.0066365882352945604,0.6459200242496032
2025-03-28 10:45:00,7.27104,7.27145,7.27061,7.27092,1104,9.627438750761511e-06,-0.00012205882353022446,28.798655028457063,36.805381805574164,37.160828521359036,1.1732823210460355,0.1618795465508846,0.4699294126862195,23.543538971995577,0.0056588235294130484,13.521624877802212,0.0066365882352945604,0.21864586574775008
2025-03-28 11:00:00,7.27092,7.27115,7.26945,7.27041,1404,-7.014489048924747e-05,-0.00039547058823607983,27.758610956808837,31.807008489450197,36.829072996120914,1.4787508557430222,0.10176064974148728,0.39860084111775773,23.543538971995577,0.0056588235294130484,13.521624877802212,0.0066365882352945604,1.0
2025-03-28 11:15:00,7.2704,7.27253,7.27039,7.27174,1279,0.00018291655686515063,-0.0006156470588241092,38.44054710306322,34.732237171792505,43.413716576205424,1.3424298084351358,0.3903134375080042,0.5846145669727196,23.543538971995577,0.0056588235294130484,13.521624877802212,0.0066365882352945604,0.0
2025-03-28 11:30:00,7.27177,7.27256,7.27033,7.27073,1226,-0.0001389035014854889,-0.0008207647058817713,38.10085429940002,33.59534597459252,38.31334930121245,1.2595674731467656,0.2115629672619199,0.4433560232783855,23.543538971995577,0.0056588235294130484,13.521624877802212,0.0066365882352945604,0.0
2025-03-28 11:45:00,7.27073,7.27125,7.26881,7.2694,1046,-0.00018294196870451704,-0.0007081764705887394,38.24784946380502,27.87879025412525,37.75736434158807,1.0590260200358506,0.023572603023300016,0.2573422974234237,23.543538971995577,0.0056588235294130484,13.521624877802212,0.0066365882352945604,1.0
2025-03-28 12:00:00,7.26943,7.27221,7.26895,7.27117,1224,0.00024345675702417064,-0.0008099411764712627,48.044657292530346,34.97999061677814,39.19702046117228,1.2105627534248782,0.3632893063834278,0.5048943987490936,22.479543369524258,0.005200264705882418,13.521624877802212,0.0066365882352945604,1.0
2025-03-28 12:15:00,7.27115,7.27307,7.27085,7.2725,1244,0.00018289743973948574,-0.0005164705882343412,49.524704178944866,42.38113817897564,41.62477364411902,1.1812182500006532,0.6160193815024332,0.6909081246040554,22.479543369524258,0.005200264705882418,13.521624877802212,0.0066365882352945604,0.21004892832640237
2025-03-28 12:30:00,7.27255,7.27327,7.27184,7.27186,1086,-8.80066225551187e-05,-0.0003632058823512807,49.04541197485523,49.113858995238836,43.60870771089949,0.9961474958631797,0.5105530625661314,0.601397760282924,22.479543369524258,0.005200264705882418,13.521624877802212,0.0066365882352945604,0.8803294097970462
2025-03-28 12:45:00,7.27186,7.27303,7.27179,7.27254,960,9.350677930966236e-05,-0.00027064705882384743,57.108498247909075,55.42653790404652,44.47436146999446,0.8670520231135563,0.6645854544463149,0.696502522374165,22.479543369524258,0.005200264705882418,13.521624877802212,0.0066365882352945604,0.35654367765581996
2025-03-28 13:00:00,7.27253,7.27291,7.27162,7.27218,760,-4.9502499886389486e-05,7.958823529463643e-05,60.86061216380382,56.487701283784205,44.36644277902607,0.684746373540997,0.6144834204610875,0.6461529424434276,22.479543369524258,0.005200264705882418,13.521624877802212,0.0066365882352945604,0.9294296626594902
2025-03-28 13:15:00,7.27218,7.27391,7.27214,7.27299,1096,0.00011137717893128042,0.0004584411764714247,60.83401827786053,57.028093636519564,44.96621749349277,0.9768270944654472,0.8286118847040702,0.7801712928573747,22.479543369524258,0.005200264705882418,13.521624877802212,0.0066365882352945604,0.5690774435444134
2025-03-28 13:30:00,7.273,7.274,7.27284,7.27307,875,1.099954214420887e-05,0.0006039705882345814,71.9187481579647,56.141684043851384,49.11180658947223,0.783769258323327,0.9088612014879729,0.7916655292161777,22.479543369524258,0.005200264705882418,13.521624877802212,0.0066365882352945604,1.0
2025-03-28 13:45:00,7.27307,7.27459,7.27295,7.27455,899,0.0002034697091490927,0.00072858823529387,70.89517319550397,62.183844445071294,53.75796272210005,0.8146436500311302,1.141960057228342,0.9943086851938674,22.479543369524258,0.005200264705882418,13.521624877802212,0.0066365882352945604,0.5322721519807001
2025-03-28 14:00:00,7.27455,7.27518,7.27413,7.27475,927,2.74927316108135e-05,0.0011025882352946326,82.15266650086643,70.68539947183756,58.47553738530786,0.8475041140898931,1.0626567341048558,0.9435683155271846,22.479543369524258,0.005200264705882418,13.521624877802212,0.0066365882352945604,1.0
2025-03-28 14:15:00,7.27475,7.27645,7.27448,7.27594,937,0.00016356612678205656,0.0016915588235288936,92.40683007456975,70.35944760707,63.204345030476894,0.8627198232127548,1.1205030306133634,0.9426311106512433,22.479543369524258,0.005200264705882418,13.521624877802212,0.0066365882352945604,0.19085550563795456
2025-03-28 14:30:00,7.27593,7.27651,7.2752,7.2756,885,-4.673044915686138e-05,0.002175352941176101,92.14118627713974,79.01333213768228,67.84100835899258,0.8216507288012104,0.9809046393048366,0.8983230186334829,22.479543369524258,0.005200264705882418,13.521624877802212,0.0066365882352945604,0.26982209683473574
2025-03-28 14:45:00,7.2756,7.27573,7.27471,7.27535,714,-3.436201760348293e-05,0.0024615294117644737,83.87157125953587,73.01353246724007,64.22347855962762,0.6685393258364369,0.892060624865654,0.870390088949672,22.479543369524258,0.005200264705882418,13.521624877802212,0.0066365882352945604,0.661335723531453
2025-03-28 15:00:00,7.27533,7.27589,7.27507,7.27584,1028,6.734844369219059e-05,0.0027273529411759867,83.76940855360223,81.58315292986501,63.932247302586994,0.9704063812623742,0.9024973139712914,0.9251386311299811,22.479543369524258,0.005200264705882418,13.521624877802212,0.0066365882352945604,0.0
2025-03-28 15:15:00,7.27584,7.27639,7.27353,7.27356,1046,-0.00031341498875047747,0.0027135000000004794,72.51153310409217,81.5791452499919,63.756479944222654,0.984702282880822,0.5983759269257596,0.6703903124130499,22.479543369524258,0.005200264705882418,13.521624877802212,0.0066365882352945604,0.10128605487242348
2025-03-28 15:30:00,7.27366,7.27541,7.27257,7.27282,1877,-0.00010174352665579988,0.0023815882352939965,64.63555844652839,69.32456666651323,62.65689369217626,1.7365961974211355,0.4899235702987921,0.52077854444347,22.479543369524258,0.005200264705882418,13.521624877802212,0.0066365882352945604,0.8778358233267343
2025-03-28 15:45:00,7.27283,7.27429,7.27249,7.27377,1727,0.0001306148040674629,0.0018797647058814704,50.85968895289753,58.6700700598042,55.93779913234338,1.5530575539428684,0.5994988156474985,0.6441550075908666,22.479543369524258,0.005200264705882418,13.521624877802212,0.0066365882352945604,0.4161250233394242
2025-03-28 16:00:00,7.27379,7.27541,7.27264,7.27376,2267,-1.3748038325750228e-06,0.0016153235294122936,56.41771088255159,61.72169768264241,63.659949081905545,1.9625156905859626,0.5795579793203475,0.6428563079788373,21.03587834624505,0.005105941176469564,13.521624877802212,0.0066365882352945604,0.017483316600881205
2025-03-28 16:15:00,7.27375,7.27441,7.27181,7.2728,2069,-0.0001319899689540421,0.0011586764705890928,44.85073245245028,52.11018705623349,56.20272142858411,1.7318880006551551,0.4329463012420912,0.5181811452192961,21.03587834624505,0.005105941176469564,13.521624877802212,0.0066365882352945604,0.7091398371831465
