<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.02.09	00:30:00	7.21438	7.21511	7.21416	7.21485	0	0	0
2024.02.09	00:45:00	7.21492	7.21509	7.21339	7.21339	0	0	0
2024.02.09	01:00:00	7.21349	7.21503	7.21349	7.21484	0	0	0
2024.02.09	01:15:00	7.21479	7.21513	7.21429	7.21453	0	0	0
2024.02.09	01:30:00	7.21461	7.21559	7.21419	7.21493	0	0	0
2024.02.09	01:45:00	7.2149	7.21564	7.21453	7.21512	0	0	0
2024.02.09	02:00:00	7.21516	7.21538	7.21449	7.21507	0	0	0
2024.02.09	02:15:00	7.21498	7.21518	7.21394	7.21497	0	0	0
2024.02.09	02:30:00	7.21495	7.21611	7.21479	7.21584	0	0	0
2024.02.09	02:45:00	7.21585	7.21779	7.21575	7.21771	0	0	0
2024.02.09	03:00:00	7.21773	7.21773	7.21537	7.21537	0	0	0
2024.02.09	03:15:00	7.21537	7.21636	7.2121	7.2138	0	0	0
2024.02.09	03:30:00	7.21378	7.2139	7.21092	7.21152	0	0	0
2024.02.09	03:45:00	7.21156	7.213	7.21107	7.21121	0	0	0
2024.02.09	04:00:00	7.21119	7.2117	7.2083	7.20837	0	0	0
2024.02.09	04:15:00	7.2084	7.20933	7.20706	7.20775	0	0	0
2024.02.09	04:30:00	7.20776	7.21037	7.20758	7.21032	0	0	0
2024.02.09	04:45:00	7.21031	7.21125	7.21012	7.21098	0	0	0
2024.02.09	05:00:00	7.21097	7.21118	7.20996	7.21036	0	0	0
2024.02.09	05:15:00	7.21038	7.21104	7.2097	7.21035	0	0	0
2024.02.09	05:30:00	7.21033	7.21138	7.21003	7.21052	0	0	0
2024.02.09	05:45:00	7.21054	7.21161	7.21052	7.21101	0	0	0
2024.02.09	06:00:00	7.21099	7.21139	7.21031	7.21138	0	0	0
2024.02.09	06:15:00	7.21133	7.21227	7.21089	7.2118	0	0	0
2024.02.09	06:30:00	7.21179	7.212	7.21103	7.21162	0	0	0
2024.02.09	06:45:00	7.21163	7.21182	7.21152	7.21166	0	0	0
2024.02.09	07:00:00	7.21167	7.21187	7.21067	7.21072	0	0	0
2024.02.09	07:15:00	7.21072	7.21154	7.21065	7.21089	0	0	0
2024.02.09	07:30:00	7.21094	7.21221	7.21081	7.2117	0	0	0
2024.02.09	07:45:00	7.21175	7.21513	7.2117	7.21508	0	0	0
2024.02.09	08:00:00	7.21503	7.21506	7.21206	7.21274	0	0	0
2024.02.09	08:15:00	7.21267	7.21391	7.21261	7.21289	0	0	0
2024.02.09	08:30:00	7.21288	7.21316	7.21271	7.21286	0	0	0
2024.02.09	08:45:00	7.21283	7.21317	7.212	7.2131	0	0	0
2024.02.09	09:00:00	7.2131	7.21311	7.20995	7.21232	0	0	0
2024.02.09	09:15:00	7.21235	7.21236	7.21112	7.21192	0	0	0
2024.02.09	09:30:00	7.21191	7.21373	7.21191	7.21331	0	0	0
2024.02.09	09:45:00	7.21334	7.21417	7.2128	7.21332	0	0	0
2024.02.09	10:00:00	7.21332	7.21683	7.21297	7.21621	0	0	0
2024.02.09	10:15:00	7.2162	7.21668	7.21512	7.21564	0	0	0
2024.02.09	10:30:00	7.21564	7.21784	7.21549	7.21776	0	0	0
2024.02.09	10:45:00	7.21773	7.21813	7.21617	7.21693	0	0	0
2024.02.09	11:00:00	7.21694	7.21755	7.2149	7.2149	0	0	0
2024.02.09	11:15:00	7.21488	7.21548	7.21217	7.21239	0	0	0
2024.02.09	11:30:00	7.21239	7.21383	7.21207	7.21293	0	0	0
2024.02.09	11:45:00	7.21295	7.21521	7.21293	7.21472	0	0	0
2024.02.09	12:00:00	7.21467	7.21523	7.21338	7.21399	0	0	0
2024.02.09	12:15:00	7.21398	7.21465	7.21372	7.21416	0	0	0
2024.02.09	12:30:00	7.21415	7.21472	7.21392	7.21462	0	0	0
2024.02.09	12:45:00	7.21464	7.21504	7.21423	7.21442	0	0	0
2024.02.09	13:00:00	7.21445	7.21533	7.21194	7.2126	0	0	0
2024.02.09	13:15:00	7.21262	7.21417	7.21215	7.21389	0	0	0
2024.02.09	13:30:00	7.21397	7.21466	7.21356	7.21453	0	0	0
2024.02.09	13:45:00	7.21455	7.21586	7.21438	7.21508	0	0	0
2024.02.09	14:00:00	7.21508	7.21546	7.21431	7.21518	0	0	0
2024.02.09	14:15:00	7.21514	7.21553	7.21319	7.21402	0	0	0
2024.02.09	14:30:00	7.21405	7.21603	7.21405	7.21544	0	0	0
2024.02.09	14:45:00	7.21544	7.2175	7.21501	7.21746	0	0	0
2024.02.09	15:00:00	7.21738	7.2178	7.21615	7.21645	0	0	0
2024.02.09	15:15:00	7.21644	7.21715	7.21564	7.21644	0	0	0
2024.02.09	15:30:00	7.21646	7.21727	7.21108	7.21496	0	0	0
2024.02.09	15:45:00	7.21502	7.21631	7.21409	7.21518	0	0	0
2024.02.09	16:00:00	7.2152	7.21669	7.21204	7.21262	0	0	0
2024.02.09	16:15:00	7.21261	7.21856	7.21261	7.21804	0	0	0
2024.02.09	16:30:00	7.21804	7.2184	7.2158	7.21775	0	0	0
2024.02.09	16:45:00	7.21773	7.21841	7.21665	7.2178	0	0	0
2024.02.09	17:00:00	7.21784	7.21811	7.21636	7.21788	0	0	0
2024.02.09	17:15:00	7.21789	7.21812	7.21582	7.21646	0	0	0
2024.02.09	17:30:00	7.21641	7.21717	7.21568	7.21688	0	0	0
2024.02.09	17:45:00	7.21686	7.2174	7.21601	7.21692	0	0	0
2024.02.09	18:00:00	7.2169	7.21856	7.21689	7.21774	0	0	0
2024.02.09	18:15:00	7.21776	7.21852	7.21738	7.21738	0	0	0
2024.02.09	18:30:00	7.21734	7.21843	7.21693	7.21835	0	0	0
2024.02.09	18:45:00	7.21833	7.21847	7.21779	7.21826	0	0	0
2024.02.09	19:00:00	7.21829	7.21844	7.217	7.21717	0	0	0
2024.02.09	19:15:00	7.21715	7.21926	7.2171	7.21855	0	0	0
2024.02.09	19:30:00	7.21851	7.21952	7.21837	7.21897	0	0	0
2024.02.09	19:45:00	7.21895	7.21921	7.21879	7.21897	0	0	0
2024.02.09	20:00:00	7.21897	7.21918	7.21862	7.2191	0	0	0
2024.02.09	20:15:00	7.21909	7.21921	7.21832	7.21852	0	0	0
2024.02.09	20:30:00	7.2185	7.21887	7.21848	7.21868	0	0	0
2024.02.09	20:45:00	7.21868	7.21886	7.21802	7.21826	0	0	0
2024.02.09	21:00:00	7.21828	7.21863	7.21812	7.21817	0	0	0
2024.02.09	21:15:00	7.21818	7.21889	7.21782	7.21786	0	0	0
2024.02.09	21:30:00	7.21787	7.21878	7.21787	7.21856	0	0	0
2024.02.09	21:45:00	7.21846	7.21918	7.21829	7.21878	0	0	0
2024.02.09	22:00:00	7.21877	7.21922	7.21854	7.21873	0	0	0
2024.02.09	22:15:00	7.21873	7.21936	7.21838	7.21888	0	0	0
2024.02.09	22:30:00	7.21888	7.21954	7.21865	7.21904	0	0	0
2024.02.09	22:45:00	7.21906	7.21949	7.21859	7.21906	0	0	0
2024.02.09	23:00:00	7.21906	7.21938	7.21798	7.21822	0	0	0
2024.02.09	23:15:00	7.21824	7.219	7.21787	7.21843	0	0	0
2024.02.09	23:30:00	7.21842	7.21866	7.2174	7.218	0	0	0
2024.02.09	23:45:00	7.218	7.21858	7.2164	7.21775	0	0	0
2024.02.12	00:00:00	7.2169	7.21776	7.21599	7.21756	0	0	0
2024.02.12	00:15:00	7.216	7.21806	7.216	7.21806	0	0	0
2024.02.12	00:30:00	7.21806	7.21806	7.2155	7.21588	0	0	0
2024.02.12	00:45:00	7.21588	7.21806	7.2155	7.21634	0	0	0
2024.02.12	01:00:00	7.21779	7.21806	7.2163	7.21737	0	0	0
2024.02.12	01:15:00	7.21654	7.21813	7.21654	7.21728	0	0	0
2024.02.12	01:30:00	7.21815	7.21827	7.21726	7.21818	0	0	0
2024.02.12	01:45:00	7.21727	7.21862	7.21713	7.21784	0	0	0
2024.02.12	02:00:00	7.21784	7.21806	7.21694	7.21785	0	0	0
2024.02.12	02:15:00	7.21786	7.21897	7.21779	7.21861	0	0	0
2024.02.12	02:30:00	7.21867	7.21945	7.21819	7.21875	0	0	0
2024.02.12	02:45:00	7.21875	7.21919	7.21845	7.21886	0	0	0
2024.02.12	03:00:00	7.21888	7.22303	7.21888	7.22221	0	0	0
2024.02.12	03:15:00	7.22223	7.22375	7.22159	7.22311	0	0	0
2024.02.12	03:30:00	7.22312	7.22334	7.21988	7.22085	0	0	0
2024.02.12	03:45:00	7.22084	7.22134	7.22018	7.22035	0	0	0
2024.02.12	04:00:00	7.22036	7.22139	7.22032	7.22108	0	0	0
2024.02.12	04:15:00	7.22102	7.22254	7.22073	7.22224	0	0	0
2024.02.12	04:30:00	7.22219	7.22253	7.22127	7.22127	0	0	0
2024.02.12	04:45:00	7.22131	7.22246	7.22097	7.22223	0	0	0
2024.02.12	05:00:00	7.22224	7.22244	7.22082	7.22134	0	0	0
2024.02.12	05:15:00	7.22136	7.22345	7.22129	7.22324	0	0	0
2024.02.12	05:30:00	7.22325	7.22404	7.22292	7.22326	0	0	0
2024.02.12	05:45:00	7.22327	7.22428	7.22225	7.22275	0	0	0
2024.02.12	06:00:00	7.22276	7.22384	7.22247	7.22328	0	0	0
2024.02.12	06:15:00	7.22326	7.2239	7.22261	7.2231	0	0	0
2024.02.12	06:30:00	7.22311	7.22359	7.22261	7.22341	0	0	0
2024.02.12	06:45:00	7.22342	7.22451	7.22331	7.22361	0	0	0
2024.02.12	07:00:00	7.22362	7.2239	7.22311	7.22365	0	0	0
2024.02.12	07:15:00	7.22366	7.22376	7.2231	7.22359	0	0	0
2024.02.12	07:30:00	7.22362	7.22447	7.22334	7.22426	0	0	0
2024.02.12	07:45:00	7.22423	7.22489	7.22259	7.2229	0	0	0
2024.02.12	08:00:00	7.22289	7.22353	7.22142	7.2216	0	0	0
2024.02.12	08:15:00	7.22157	7.22179	7.22034	7.22092	0	0	0
2024.02.12	08:30:00	7.22094	7.22331	7.22081	7.22261	0	0	0
2024.02.12	08:45:00	7.2226	7.22427	7.2226	7.22325	0	0	0
2024.02.12	09:00:00	7.22342	7.22369	7.2218	7.22263	0	0	0
2024.02.12	09:15:00	7.22261	7.22372	7.22	7.22109	0	0	0
2024.02.12	09:30:00	7.22108	7.22234	7.22058	7.22207	0	0	0
2024.02.12	09:45:00	7.22205	7.22205	7.21717	7.21827	0	0	0
2024.02.12	10:00:00	7.21826	7.21949	7.21758	7.21795	0	0	0
2024.02.12	10:15:00	7.21795	7.21877	7.21698	7.21721	0	0	0
2024.02.12	10:30:00	7.2172	7.21812	7.21673	7.21683	0	0	0
2024.02.12	10:45:00	7.21685	7.2175	7.21602	7.21642	0	0	0
2024.02.12	11:00:00	7.21643	7.21681	7.21538	7.21578	0	0	0
2024.02.12	11:15:00	7.21574	7.21634	7.21525	7.21601	0	0	0
2024.02.12	11:30:00	7.21602	7.21711	7.21556	7.21692	0	0	0
2024.02.12	11:45:00	7.21694	7.21761	7.21662	7.21745	0	0	0
2024.02.12	12:00:00	7.21746	7.21793	7.21682	7.21721	0	0	0
2024.02.12	12:15:00	7.21723	7.21755	7.21644	7.21659	0	0	0
2024.02.12	12:30:00	7.21661	7.21676	7.21564	7.21652	0	0	0
2024.02.12	12:45:00	7.21649	7.21722	7.21643	7.2166	0	0	0
2024.02.12	13:00:00	7.21648	7.21648	7.21441	7.21458	0	0	0
2024.02.12	13:15:00	7.2146	7.21628	7.21449	7.21599	0	0	0
2024.02.12	13:30:00	7.21597	7.21603	7.21466	7.21548	0	0	0
2024.02.12	13:45:00	7.21548	7.21615	7.21469	7.21476	0	0	0
2024.02.12	14:00:00	7.21473	7.21536	7.21453	7.21472	0	0	0
2024.02.12	14:15:00	7.2147	7.21514	7.21419	7.2151	0	0	0
2024.02.12	14:30:00	7.21509	7.21604	7.21508	7.21556	0	0	0
2024.02.12	14:45:00	7.21555	7.21582	7.2147	7.21508	0	0	0
2024.02.12	15:00:00	7.21506	7.2152	7.21373	7.21399	0	0	0
2024.02.12	15:15:00	7.21399	7.21608	7.21393	7.21573	0	0	0
2024.02.12	15:30:00	7.21572	7.21612	7.21499	7.21525	0	0	0
2024.02.12	15:45:00	7.21526	7.21691	7.21524	7.21653	0	0	0
2024.02.12	16:00:00	7.21653	7.21666	7.21513	7.21617	0	0	0
2024.02.12	16:15:00	7.21618	7.21698	7.21558	7.21601	0	0	0
2024.02.12	16:30:00	7.21602	7.21682	7.21454	7.21512	0	0	0
2024.02.12	16:45:00	7.21512	7.21833	7.21484	7.21618	0	0	0
2024.02.12	17:00:00	7.21618	7.21776	7.21589	7.21768	0	0	0
2024.02.12	17:15:00	7.2177	7.21861	7.21763	7.21811	0	0	0
2024.02.12	17:30:00	7.21812	7.21819	7.2161	7.21632	0	0	0
2024.02.12	17:45:00	7.21629	7.21663	7.21471	7.21518	0	0	0
2024.02.12	18:00:00	7.21518	7.21544	7.21468	7.21504	0	0	0
2024.02.12	18:15:00	7.21504	7.21538	7.21452	7.21471	0	0	0
2024.02.12	18:30:00	7.21472	7.21476	7.2122	7.21309	0	0	0
2024.02.12	18:45:00	7.21311	7.21411	7.21288	7.21311	0	0	0
2024.02.12	19:00:00	7.21312	7.2132	7.21244	7.21248	0	0	0
2024.02.12	19:15:00	7.21247	7.21373	7.21245	7.21277	0	0	0
2024.02.12	19:30:00	7.21274	7.21312	7.21239	7.21262	0	0	0
2024.02.12	19:45:00	7.21263	7.21323	7.212	7.21253	0	0	0
2024.02.12	20:00:00	7.21252	7.21379	7.21245	7.21345	0	0	0
2024.02.12	20:15:00	7.21345	7.21408	7.2134	7.21382	0	0	0
2024.02.12	20:30:00	7.21383	7.21447	7.21374	7.21414	0	0	0
2024.02.12	20:45:00	7.21416	7.2151	7.21377	7.21509	0	0	0
2024.02.12	21:00:00	7.21511	7.21529	7.21474	7.21524	0	0	0
2024.02.12	21:15:00	7.21525	7.21559	7.215	7.21505	0	0	0
2024.02.12	21:30:00	7.21501	7.21553	7.21493	7.21506	0	0	0
2024.02.12	21:45:00	7.21506	7.2157	7.21506	7.21556	0	0	0
2024.02.12	22:00:00	7.21554	7.21563	7.2152	7.21524	0	0	0
2024.02.12	22:15:00	7.21525	7.21605	7.2148	7.21563	0	0	0
2024.02.12	22:30:00	7.21564	7.21573	7.21502	7.21565	0	0	0
2024.02.12	22:45:00	7.21565	7.21568	7.21522	7.2154	0	0	0
2024.02.12	23:00:00	7.21538	7.21538	7.21304	7.2139	0	0	0
2024.02.12	23:15:00	7.2139	7.21513	7.2134	7.21507	0	0	0
2024.02.12	23:30:00	7.21506	7.21506	7.214	7.21486	0	0	0
2024.02.12	23:45:00	7.21487	7.21573	7.2136	7.214	0	0	0
2024.02.13	00:00:00	7.214	7.21473	7.21278	7.21371	0	0	0
2024.02.13	00:15:00	7.21331	7.21461	7.21244	7.21351	0	0	0
2024.02.13	00:30:00	7.21345	7.21433	7.21329	7.21386	0	0	0
2024.02.13	00:45:00	7.21409	7.21431	7.21178	7.21371	0	0	0
2024.02.13	01:00:00	7.21244	7.21457	7.21244	7.21434	0	0	0
2024.02.13	01:15:00	7.21435	7.21506	7.21322	7.21422	0	0	0
2024.02.13	01:30:00	7.21423	7.21455	7.21314	7.21426	0	0	0
2024.02.13	01:45:00	7.21428	7.21538	7.21415	7.21524	0	0	0
2024.02.13	02:00:00	7.21524	7.21679	7.21524	7.21679	0	0	0
2024.02.13	02:15:00	7.21674	7.21793	7.21638	7.21778	0	0	0
2024.02.13	02:30:00	7.21775	7.21822	7.21588	7.21748	0	0	0
2024.02.13	02:45:00	7.2175	7.21768	7.21638	7.21706	0	0	0
2024.02.13	03:00:00	7.21704	7.21811	7.21622	7.21805	0	0	0
2024.02.13	03:15:00	7.21807	7.21817	7.21499	7.21545	0	0	0
2024.02.13	03:30:00	7.21543	7.21584	7.21497	7.21551	0	0	0
2024.02.13	03:45:00	7.2155	7.21794	7.21545	7.2169	0	0	0
2024.02.13	04:00:00	7.2169	7.21815	7.2169	7.21785	0	0	0
2024.02.13	04:15:00	7.2178	7.22021	7.21751	7.21995	0	0	0
2024.02.13	04:30:00	7.21996	7.22135	7.21929	7.22108	0	0	0
2024.02.13	04:45:00	7.22111	7.22194	7.22089	7.22113	0	0	0
2024.02.13	05:00:00	7.22112	7.2223	7.2204	7.22095	0	0	0
2024.02.13	05:15:00	7.22094	7.22189	7.21938	7.21968	0	0	0
2024.02.13	05:30:00	7.21964	7.21972	7.21764	7.21776	0	0	0
2024.02.13	05:45:00	7.21778	7.21861	7.21744	7.21795	0	0	0
2024.02.13	06:00:00	7.21793	7.21835	7.21701	7.21716	0	0	0
2024.02.13	06:15:00	7.21718	7.21786	7.21667	7.21698	0	0	0
2024.02.13	06:30:00	7.21693	7.21771	7.21684	7.21691	0	0	0
2024.02.13	06:45:00	7.21692	7.21712	7.2164	7.21678	0	0	0
2024.02.13	07:00:00	7.2168	7.21745	7.21592	7.2169	0	0	0
2024.02.13	07:15:00	7.21693	7.21806	7.21687	7.21708	0	0	0
2024.02.13	07:30:00	7.21709	7.21833	7.21685	7.21827	0	0	0
2024.02.13	07:45:00	7.21826	7.21897	7.21804	7.21869	0	0	0
2024.02.13	08:00:00	7.21865	7.2188	7.21575	7.21608	0	0	0
2024.02.13	08:15:00	7.21604	7.21702	7.21558	7.21596	0	0	0
2024.02.13	08:30:00	7.21596	7.21652	7.21529	7.21579	0	0	0
2024.02.13	08:45:00	7.21582	7.21623	7.21537	7.21587	0	0	0
2024.02.13	09:00:00	7.21589	7.21726	7.21558	7.21688	0	0	0
2024.02.13	09:15:00	7.21685	7.21782	7.21662	7.21706	0	0	0
2024.02.13	09:30:00	7.21708	7.21735	7.21451	7.21506	0	0	0
2024.02.13	09:45:00	7.21503	7.21529	7.2142	7.21464	0	0	0
2024.02.13	10:00:00	7.21462	7.21557	7.21418	7.21511	0	0	0
2024.02.13	10:15:00	7.2151	7.21707	7.2149	7.21665	0	0	0
2024.02.13	10:30:00	7.21665	7.21699	7.21572	7.21699	0	0	0
2024.02.13	10:45:00	7.21693	7.21694	7.21594	7.21667	0	0	0
2024.02.13	11:00:00	7.21664	7.21821	7.21619	7.21697	0	0	0
2024.02.13	11:15:00	7.21695	7.21697	7.21555	7.21623	0	0	0
2024.02.13	11:30:00	7.21621	7.21639	7.21516	7.21551	0	0	0
2024.02.13	11:45:00	7.21548	7.21552	7.21381	7.21383	0	0	0
2024.02.13	12:00:00	7.21382	7.21461	7.21375	7.21417	0	0	0
2024.02.13	12:15:00	7.21418	7.21456	7.21253	7.21258	0	0	0
2024.02.13	12:30:00	7.21254	7.21382	7.212	7.21317	0	0	0
2024.02.13	12:45:00	7.21316	7.21364	7.21243	7.21253	0	0	0
2024.02.13	13:00:00	7.21258	7.21313	7.21212	7.21276	0	0	0
2024.02.13	13:15:00	7.21273	7.21309	7.21195	7.21258	0	0	0
2024.02.13	13:30:00	7.21258	7.21458	7.2125	7.21351	0	0	0
2024.02.13	13:45:00	7.21355	7.21546	7.21314	7.2148	0	0	0
2024.02.13	14:00:00	7.21478	7.21583	7.21422	7.21518	0	0	0
2024.02.13	14:15:00	7.21517	7.21577	7.21411	7.21426	0	0	0
2024.02.13	14:30:00	7.21425	7.21463	7.21365	7.21391	0	0	0
2024.02.13	14:45:00	7.2139	7.2141	7.2129	7.21324	0	0	0
2024.02.13	15:00:00	7.21323	7.21419	7.21259	7.21265	0	0	0
2024.02.13	15:15:00	7.21264	7.21508	7.21247	7.21357	0	0	0
2024.02.13	15:30:00	7.21332	7.22813	7.21332	7.22703	0	0	0
2024.02.13	15:45:00	7.22698	7.22991	7.22596	7.2283	0	0	0
2024.02.13	16:00:00	7.22819	7.2296	7.22714	7.22808	0	0	0
2024.02.13	16:15:00	7.22812	7.22893	7.22521	7.22612	0	0	0
2024.02.13	16:30:00	7.22613	7.2304	7.22613	7.22946	0	0	0
2024.02.13	16:45:00	7.22941	7.23141	7.22913	7.23095	0	0	0
2024.02.13	17:00:00	7.2309	7.23184	7.23001	7.23088	0	0	0
2024.02.13	17:15:00	7.23088	7.23128	7.22766	7.22839	0	0	0
2024.02.13	17:30:00	7.22838	7.22854	7.22512	7.2275	0	0	0
2024.02.13	17:45:00	7.22749	7.22944	7.22681	7.22762	0	0	0
2024.02.13	18:00:00	7.22763	7.22849	7.22649	7.22797	0	0	0
2024.02.13	18:15:00	7.22798	7.22851	7.22596	7.2265	0	0	0
2024.02.13	18:30:00	7.22652	7.22711	7.22479	7.22703	0	0	0
2024.02.13	18:45:00	7.22703	7.22771	7.22664	7.22713	0	0	0
2024.02.13	19:00:00	7.2271	7.22773	7.22609	7.22723	0	0	0
2024.02.13	19:15:00	7.22723	7.22894	7.22677	7.22888	0	0	0
2024.02.13	19:30:00	7.22887	7.23023	7.22841	7.23018	0	0	0
2024.02.13	19:45:00	7.23014	7.23135	7.23008	7.23094	0	0	0
2024.02.13	20:00:00	7.23095	7.23136	7.23029	7.23073	0	0	0
2024.02.13	20:15:00	7.2307	7.23133	7.23059	7.23068	0	0	0
2024.02.13	20:30:00	7.23065	7.23167	7.2302	7.23095	0	0	0
2024.02.13	20:45:00	7.23094	7.23233	7.23062	7.23077	0	0	0
2024.02.13	21:00:00	7.23082	7.23265	7.23082	7.23133	0	0	0
2024.02.13	21:15:00	7.23133	7.23171	7.23047	7.23081	0	0	0
2024.02.13	21:30:00	7.23083	7.23105	7.22949	7.23045	0	0	0
2024.02.13	21:45:00	7.23039	7.23239	7.23016	7.23181	0	0	0
2024.02.13	22:00:00	7.23181	7.23247	7.23112	7.23142	0	0	0
2024.02.13	22:15:00	7.23144	7.23181	7.23117	7.23149	0	0	0
2024.02.13	22:30:00	7.23146	7.23157	7.23018	7.23041	0	0	0
2024.02.13	22:45:00	7.23042	7.23225	7.23003	7.23199	0	0	0
2024.02.13	23:00:00	7.23198	7.23199	7.2315	7.23158	0	0	0
2024.02.13	23:15:00	7.23166	7.23182	7.23104	7.23171	0	0	0
2024.02.13	23:30:00	7.23172	7.23185	7.23082	7.23088	0	0	0
2024.02.13	23:45:00	7.2309	7.2311	7.2292	7.2294	0	0	0
2024.02.14	00:00:00	7.2295	7.23111	7.2288	7.23047	0	0	0
2024.02.14	00:15:00	7.2311	7.23118	7.23003	7.23116	0	0	0
2024.02.14	00:30:00	7.23115	7.23127	7.22854	7.23116	0	0	0
2024.02.14	00:45:00	7.23115	7.23157	7.23005	7.23123	0	0	0
2024.02.14	01:00:00	7.23123	7.2315	7.22984	7.23128	0	0	0
2024.02.14	01:15:00	7.23132	7.23139	7.22995	7.23067	0	0	0
2024.02.14	01:30:00	7.23047	7.23155	7.23007	7.23033	0	0	0
2024.02.14	01:45:00	7.23031	7.23137	7.23008	7.231	0	0	0
2024.02.14	02:00:00	7.231	7.23316	7.23098	7.23236	0	0	0
2024.02.14	02:15:00	7.23236	7.23258	7.22974	7.22981	0	0	0
2024.02.14	02:30:00	7.22984	7.22984	7.22774	7.22782	0	0	0
2024.02.14	02:45:00	7.22781	7.22787	7.22615	7.22727	0	0	0
2024.02.14	03:00:00	7.22728	7.22788	7.22565	7.22701	0	0	0
2024.02.14	03:15:00	7.227	7.22964	7.22675	7.22808	0	0	0
2024.02.14	03:30:00	7.22807	7.23108	7.22735	7.22747	0	0	0
2024.02.14	03:45:00	7.22747	7.2292	7.22743	7.22801	0	0	0
2024.02.14	04:00:00	7.22803	7.22872	7.22728	7.22799	0	0	0
2024.02.14	04:15:00	7.22802	7.22803	7.22595	7.22659	0	0	0
2024.02.14	04:30:00	7.22659	7.22857	7.22626	7.22674	0	0	0
2024.02.14	04:45:00	7.22664	7.2284	7.22636	7.22828	0	0	0
2024.02.14	05:00:00	7.22831	7.22884	7.22773	7.22829	0	0	0
2024.02.14	05:15:00	7.22835	7.22873	7.2277	7.22822	0	0	0
2024.02.14	05:30:00	7.22822	7.22905	7.22696	7.22735	0	0	0
2024.02.14	05:45:00	7.22739	7.22749	7.22647	7.22732	0	0	0
2024.02.14	06:00:00	7.22733	7.22781	7.22667	7.22746	0	0	0
2024.02.14	06:15:00	7.22743	7.22808	7.22721	7.22738	0	0	0
2024.02.14	06:30:00	7.22736	7.22763	7.22692	7.22742	0	0	0
2024.02.14	06:45:00	7.22737	7.22812	7.22687	7.22795	0	0	0
2024.02.14	07:00:00	7.22794	7.22803	7.22552	7.22679	0	0	0
2024.02.14	07:15:00	7.22674	7.22782	7.22638	7.22694	0	0	0
2024.02.14	07:30:00	7.22693	7.2272	7.2258	7.22634	0	0	0
2024.02.14	07:45:00	7.22636	7.22714	7.22591	7.22626	0	0	0
2024.02.14	08:00:00	7.22623	7.22677	7.22514	7.22611	0	0	0
2024.02.14	08:15:00	7.2261	7.22692	7.22583	7.22612	0	0	0
2024.02.14	08:30:00	7.22611	7.22672	7.22577	7.22597	0	0	0
2024.02.14	08:45:00	7.22598	7.22732	7.22528	7.22653	0	0	0
2024.02.14	09:00:00	7.22652	7.22833	7.22538	7.22627	0	0	0
2024.02.14	09:15:00	7.22629	7.2272	7.22567	7.22712	0	0	0
2024.02.14	09:30:00	7.22713	7.2282	7.2268	7.22723	0	0	0
2024.02.14	09:45:00	7.22722	7.22764	7.22544	7.22748	0	0	0
2024.02.14	10:00:00	7.22748	7.23014	7.22748	7.23006	0	0	0
2024.02.14	10:15:00	7.23007	7.23077	7.2291	7.22933	0	0	0
2024.02.14	10:30:00	7.22931	7.23016	7.2264	7.2265	0	0	0
2024.02.14	10:45:00	7.22649	7.22893	7.22646	7.22866	0	0	0
2024.02.14	11:00:00	7.22862	7.22971	7.22726	7.22756	0	0	0
2024.02.14	11:15:00	7.22755	7.22819	7.22645	7.22651	0	0	0
2024.02.14	11:30:00	7.2265	7.22678	7.22561	7.22661	0	0	0
2024.02.14	11:45:00	7.22659	7.22663	7.2255	7.22612	0	0	0
2024.02.14	12:00:00	7.22613	7.22843	7.22612	7.22843	0	0	0
2024.02.14	12:15:00	7.22835	7.22945	7.22712	7.22759	0	0	0
2024.02.14	12:30:00	7.22761	7.22836	7.22569	7.22627	0	0	0
2024.02.14	12:45:00	7.22629	7.22778	7.22589	7.22591	0	0	0
2024.02.14	13:00:00	7.22588	7.22629	7.22492	7.22564	0	0	0
2024.02.14	13:15:00	7.22561	7.2264	7.22441	7.22599	0	0	0
2024.02.14	13:30:00	7.22602	7.22725	7.2254	7.22568	0	0	0
2024.02.14	13:45:00	7.2257	7.22671	7.22457	7.2256	0	0	0
2024.02.14	14:00:00	7.22564	7.2257	7.22459	7.22498	0	0	0
2024.02.14	14:15:00	7.22499	7.22595	7.22495	7.22564	0	0	0
2024.02.14	14:30:00	7.22564	7.22643	7.22527	7.22603	0	0	0
2024.02.14	14:45:00	7.22602	7.22677	7.22571	7.22596	0	0	0
2024.02.14	15:00:00	7.226	7.22605	7.22372	7.22457	0	0	0
2024.02.14	15:15:00	7.2246	7.22694	7.2246	7.22615	0	0	0
2024.02.14	15:30:00	7.22606	7.22638	7.22497	7.22563	0	0	0
2024.02.14	15:45:00	7.22562	7.22727	7.22558	7.22687	0	0	0
2024.02.14	16:00:00	7.22688	7.22697	7.22462	7.22472	0	0	0
2024.02.14	16:15:00	7.22467	7.22601	7.22467	7.22511	0	0	0
2024.02.14	16:30:00	7.2251	7.2253	7.22356	7.22423	0	0	0
2024.02.14	16:45:00	7.22426	7.22532	7.22388	7.2246	0	0	0
2024.02.14	17:00:00	7.22465	7.22645	7.22405	7.22613	0	0	0
2024.02.14	17:15:00	7.22613	7.22689	7.22464	7.22538	0	0	0
2024.02.14	17:30:00	7.22529	7.22596	7.22475	7.22505	0	0	0
